Title,Price,Star,Rating,Genre,Badge,Url,ASIN
Shakeup (A Stone Barrington Novel Book 55),$14.99,4.3 out of 5 stars,774,Empty,Empty,https://www.amazon.com//Shakeup-Stone-Barrington-Novel-Book-ebook/dp/B084789G7F/ref=sr_1_138?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-138,B084789G7F
Battle of Brothers: William and Harry – The Inside Story of a Family in Tumult,$20.49,3.8 out of 5 stars,721,Empty,Empty,https://www.amazon.com//Battle-Brothers-William-Inside-Family/dp/0063042940/ref=sr_1_139?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-139,0063042940
This Is the Way (Star Wars: The Mandalorian) (Little Golden Book),$5.99,4.7 out of 5 stars,98,Empty,Empty,https://www.amazon.com//This-Way-Star-Wars-Mandalorian/dp/0736441719/ref=sr_1_140?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-140,0736441719
The Nom Wah Cookbook: Recipes and Stories from 100 Years at New York City's Iconic Dim Sum Restaurant,$16.99,4.7 out of 5 stars,55,"in Chinese Cooking, Food & Wine",Best Seller,https://www.amazon.com//Nom-Wah-Cookbook-Recipes-Restaurant/dp/0062965999/ref=sr_1_141?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-141,0062965999
Life with the Afterlife: 13 Truths I Learned about Ghosts,$24.30,4.9 out of 5 stars,247,in Occultism,Best Seller,https://www.amazon.com//Life-Afterlife-Truths-Learned-Ghosts/dp/1538754142/ref=sr_1_142?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-142,1538754142
"Better Decisions, Fewer Regrets: 5 Questions to Help You Determine Your Next Move",$15.99,4.9 out of 5 stars,130,Empty,Empty,https://www.amazon.com//Better-Decisions-Fewer-Regrets-Questions/dp/0310537088/ref=sr_1_143?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-143,0310537088
The Complete Instant Pot Cookbook 1000 Recipes: For Your Pressure Cooker With Effortless And Easy Beginners Meals,$8.99,4.5 out of 5 stars,49,"in Irish Cooking, Food & Wine",Best Seller,https://www.amazon.com//Complete-Instant-Cookbook-1000-Recipes/dp/B08LSVY7G2/ref=sr_1_144?dchild=1&fst=as%3Aoff&qid=1605801226&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-144,B08LSVY7G2
Miss Benson's Beetle: A Novel,$12.99,4.5 out of 5 stars,626,Empty,Empty,https://www.amazon.com//Miss-Bensons-Beetle-Rachel-Joyce-ebook/dp/B085XL1FN3/ref=sr_1_145?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-145,B085XL1FN3
Santa's Christmas with a Mask: A fun Christmas book for children,$10.79,4.6 out of 5 stars,10,in Children's Religious Holiday Books,Best Seller,https://www.amazon.com//Santas-Christmas-Mask-book-children/dp/0648532178/ref=sr_1_146?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-146,0648532178
Not Free America: What Your Government Doesn't Want You to Know,$25.20,4.9 out of 5 stars,11,Empty,Empty,https://www.amazon.com//Not-Free-America-Government-Doesnt/dp/1948677660/ref=sr_1_147?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-147,1948677660
Spirit Junkie: A 52-Card Deck,$19.79,5.0 out of 5 stars,44,Empty,Empty,https://www.amazon.com//Spirit-Junkie-52-Card-Gabrielle-Bernstein/dp/1401961126/ref=sr_1_148?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-148,1401961126
The New York Times Sunday Crossword Omnibus Volume 12: 200 World-Famous Sunday Puzzles from the Pages of The New York Times,$16.99,4.8 out of 5 stars,15,Empty,Empty,https://www.amazon.com//York-Times-Sunday-Crossword-Omnibus/dp/1250757673/ref=sr_1_149?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-149,1250757673
Wintering: The Power of Rest and Retreat in Difficult Times,$18.49,5.0 out of 5 stars,4,Empty,Empty,https://www.amazon.com//Wintering-Power-Retreat-Difficult-Times/dp/0593189485/ref=sr_1_150?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-150,0593189485
"I Spy Thanksgiving Book for Kids Ages 2-5: A Fun Activity Coloring and Guessing Game for Kids, Toddlers and Preschoolers (Thanksgiving Picture Puzzle Book)",$8.97,4.8 out of 5 stars,6,in Children's Motorcycles Books,Best Seller,https://www.amazon.com//Spy-Thanksgiving-Book-Kids-Ages/dp/B08LR4ZWMT/ref=sr_1_151?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-151,B08LR4ZWMT
This Was Hollywood: Forgotten Stars and Stories (Turner Classic Movies),$25.49,5.0 out of 5 stars,1,in Movie History & Criticism,Best Seller,https://www.amazon.com//This-Was-Hollywood-Forgotten-Stories/dp/0762495863/ref=sr_1_152?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-152,0762495863
Wenger: My Life and Lessons in Red and White,$25.16,4.4 out of 5 stars,26,Empty,Empty,https://www.amazon.com//Wenger-Life-Lessons-Red-White/dp/179720615X/ref=sr_1_153?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-153,179720615X
The Office of Historical Corrections: A Novella and Stories,$23.99,4.1 out of 5 stars,12,Empty,Empty,https://www.amazon.com//Office-Historical-Corrections-Novella-Stories/dp/1594487332/ref=sr_1_154?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-154,1594487332
"The New Rules of Aging Well: A Simple Program for Immune Resilience, Strength, and Vitality",$17.58,4.6 out of 5 stars,55,Empty,Empty,https://www.amazon.com//New-Rules-Aging-Well-Resilience/dp/1579659594/ref=sr_1_155?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-155,1579659594
Among Us Draw And Color: 2 in 1 Learn To Draw 20 Unique Among Us Characters + An Amazing Comic Coloring Book | More than 30 Among Us Iconic Scenes and ... Colouring Pages Included - Premium Quality,$8.99,5.0 out of 5 stars,3,in Comics & Manga Coloring Books for Grown-Ups,Best Seller,https://www.amazon.com//Among-Draw-Color-Characters-Colouring/dp/B08M8HF9S2/ref=sr_1_156?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-156,B08M8HF9S2
"Brazen: Be a Voice, Not an Echo",$14.39,4.9 out of 5 stars,105,Empty,Empty,https://www.amazon.com//Brazen-Be-Voice-Not-Echo/dp/1952421071/ref=sr_1_157?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-157,1952421071
The Cancer Code: A Revolutionary New Understanding of a Medical Mystery,$0.00,4.5 out of 5 stars,31,in Oncology,Best Seller,https://www.amazon.com//Cancer-Code-Revolutionary-Understanding-Medical/dp/B084RGT3H4/ref=sr_1_158?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-158,B084RGT3H4
V2: A novel of World War II,$13.99,4.1 out of 5 stars,"2,183",Empty,Empty,https://www.amazon.com//V2-novel-World-War-II-ebook/dp/B084M6DHRW/ref=sr_1_159?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-159,B084M6DHRW
God's Purpose for Your Life: 365 Devotions,$19.31,5.0 out of 5 stars,44,Empty,Empty,https://www.amazon.com//Gods-Purpose-Your-Life-Devotions/dp/1400219655/ref=sr_1_160?dchild=1&fst=as%3Aoff&qid=1605801230&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-160,1400219655
"Hollowpox: The Hunt for Morrigan Crow (Nevermoor, 3)",$9.99,4.8 out of 5 stars,553,Empty,Teachers' pick,https://www.amazon.com//Hollowpox-Hunt-Morrigan-Crow-Nevermoor/dp/0316508950/ref=sr_1_161?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-161,0316508950
One of Those Days,$26.99,4.8 out of 5 stars,70,Empty,Empty,https://www.amazon.com//One-Those-Days-Yehuda-Devir/dp/0593231430/ref=sr_1_162?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-162,0593231430
"The Immunity Fix: Strengthen Your Immune System, Fight Off Infections, Reverse Chronic Disease and Live a Healthier Life",$31.49,4.9 out of 5 stars,15,in Biochemistry,Best Seller,https://www.amazon.com//Immunity-Fix-Strengthen-Infections-Healthier/dp/B08M1QXXF6/ref=sr_1_163?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-163,B08M1QXXF6
"Fabric of the Game: The Stories Behind the NHL's Names, Logos, and Uniforms",$22.49,4.5 out of 5 stars,20,in Branding & Logo Design,Best Seller,https://www.amazon.com//Fabric-Game-Stories-Behind-Uniforms/dp/1683583841/ref=sr_1_164?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-164,1683583841
Harry Potter: A Pop-Up Guide to Diagon Alley and Beyond,$43.45,4.8 out of 5 stars,23,Empty,Empty,https://www.amazon.com//Harry-Potter-Pop-Up-Diagon-Beyond/dp/1683839188/ref=sr_1_165?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-165,1683839188
GLORY: Magical Visions of Black Beauty,$22.17,4.8 out of 5 stars,111,in Children's Photography,Best Seller,https://www.amazon.com//GLORY-Magical-Visions-Black-Beauty/dp/1250204569/ref=sr_1_166?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-166,1250204569
Embrace Yoga's Roots: Courageous Ways to Deepen Your Yoga Practice,$22.49,5.0 out of 5 stars,24,in General Sociology of Race Relations,Best Seller,https://www.amazon.com//Embrace-Yogas-Roots-Courageous-Practice/dp/1734318112/ref=sr_1_167?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-167,1734318112
Leopard's Rage (A Leopard Novel Book 13),$7.99,4.4 out of 5 stars,612,Empty,Empty,https://www.amazon.com//Leopards-Rage-Leopard-Novel-Book-ebook/dp/B084M5R9FV/ref=sr_1_168?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-168,B084M5R9FV
1620: A Critical Response to the 1619 Project,$24.92,Empty,Empty,in Historiography,Best Seller,https://www.amazon.com//1620-True-Beginning-American-Republic/dp/1641771240/ref=sr_1_169?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-169,1641771240
We Will Not Be Silenced: Responding Courageously to Our Culture's Assault on Christianity,$15.84,5.0 out of 5 stars,6,Empty,Empty,https://www.amazon.com//Will-Not-Silenced-Courageously-Christianity/dp/0736981799/ref=sr_1_170?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-170,0736981799
A Church in Crisis: Pathways Forward,$26.55,4.7 out of 5 stars,19,Empty,Empty,https://www.amazon.com//Church-Crisis-Pathways-Forward/dp/164585048X/ref=sr_1_171?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-171,164585048X
"The Moth and the Mountain: A True Story of Love, War, and Everest",$24.26,4.0 out of 5 stars,1,in World War I History,Best Seller,https://www.amazon.com//Moth-Mountain-True-Story-Everest/dp/1501143379/ref=sr_1_172?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-172,1501143379
The Creek (Bluey),$4.99,4.9 out of 5 stars,110,Empty,Empty,https://www.amazon.com//Creek-Bluey-Penguin-Readers-Licenses/dp/0593224574/ref=sr_1_173?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-173,0593224574
Kid in the Kitchen: 100 Recipes and Tips for Young Home Cooks: A Cookbook,$20.00,5.0 out of 5 stars,2,Empty,Empty,https://www.amazon.com//Kid-Kitchen-Recipes-Young-Cooks/dp/0593232283/ref=sr_1_174?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-174,0593232283
This Time Next Year We'll Be Laughing,$14.99,4.3 out of 5 stars,56,Empty,Empty,https://www.amazon.com//This-Time-Next-Year-Laughing-ebook/dp/B08681Y7KM/ref=sr_1_175?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-175,B08681Y7KM
"Hope, Grace, & Faith",$9.99,4.7 out of 5 stars,820,in Television,Best Seller,https://www.amazon.com//Hope-Grace-Faith-Leah-Messer-ebook/dp/B085LP4FVX/ref=sr_1_176?dchild=1&fst=as%3Aoff&qid=1605801232&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-176,B085LP4FVX
Avatar: The Last Airbender--The Lost Adventures and Team Avatar Tales Library Edition,$32.14,4.4 out of 5 stars,28,Empty,Empty,https://www.amazon.com//Avatar-Airbender-Adventures-Tales-Library/dp/1506722741/ref=sr_1_177?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-177,1506722741
The Magnolia Bakery Handbook: A Complete Guide for the Home Baker,$31.50,4.8 out of 5 stars,31,Empty,Empty,https://www.amazon.com//Magnolia-Bakery-Handbook-Complete-Guide/dp/0062887211/ref=sr_1_178?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-178,0062887211
Time to Play!: A Sticker & Activity Book (Bluey),$7.99,4.4 out of 5 stars,45,Empty,Empty,https://www.amazon.com//Time-Play-Sticker-Activity-Bluey/dp/0593224558/ref=sr_1_179?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-179,0593224558
"Demon Slayer: Kimetsu no Yaiba, Vol. 18 (18)",$9.99,5.0 out of 5 stars,97,Empty,Empty,https://www.amazon.com//Demon-Slayer-Kimetsu-Yaiba-Vol/dp/1974717607/ref=sr_1_180?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-180,1974717607
East: 120 Vegan and Vegetarian Recipes from Bangalore to Beijing [American Measurements],$28.99,4.8 out of 5 stars,"1,102",Empty,Empty,https://www.amazon.com//East-Vegetarian-Bangalore-American-Measurements/dp/1250750733/ref=sr_1_181?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-181,1250750733
Frozen 2: Dangerous Secrets: The Story of Iduna and Agnarr,$14.33,4.9 out of 5 stars,28,Empty,Empty,https://www.amazon.com//Frozen-Dangerous-Secrets-Story-Agnarr/dp/1368063616/ref=sr_1_182?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-182,1368063616
The Silence: A Novel,$16.69,3.0 out of 5 stars,331,Empty,Empty,https://www.amazon.com//Silence-Novel-Don-DeLillo/dp/1982164557/ref=sr_1_183?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-183,1982164557
The Dirty South: A Thriller (Charlie Parker Book 18),$14.99,4.5 out of 5 stars,"1,440",Empty,Empty,https://www.amazon.com//Dirty-South-Thriller-Charlie-Parker-ebook/dp/B07Z44CPS3/ref=sr_1_184?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-184,B07Z44CPS3
"The Complete One Pot: 400 Meals for Your Skillet, Sheet Pan, Instant Pot®, Dutch Oven, and More (The Complete ATK Cookbook Series)",$22.87,4.7 out of 5 stars,22,Empty,Empty,https://www.amazon.com//Complete-One-Pot-Skillet-Instant/dp/1948703343/ref=sr_1_185?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-185,1948703343
Can Holding in a Fart Kill You?: Over 150 Curious Questions and Intriguing Answers (Fascinating Bathroom Readers),$11.99,4.6 out of 5 stars,345,Empty,Empty,https://www.amazon.com//Can-Holding-Fart-Kill-You/dp/1612434754/ref=sr_1_186?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-186,1612434754
"Letters From Father Christmas, Centenary Edition",$25.20,4.7 out of 5 stars,819,in Watercolor Painting,Best Seller,https://www.amazon.com//Letters-Father-Christmas-Centenary-Tolkien/dp/0358389887/ref=sr_1_187?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-187,0358389887
Quick Prep Paleo: Simple Whole-Food Meals with 5 to 15 Minutes of Hands-On Time,$19.79,5.0 out of 5 stars,74,Empty,Empty,https://www.amazon.com//Quick-Prep-Paleo-Whole-Food-Hands/dp/1645671089/ref=sr_1_188?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-188,1645671089
National Parks Bucket Journal: U.S. Adventure Log List Guide | America Passport & Stamp Book | Lodges & Trip Planner,$9.99,5.0 out of 5 stars,1,in Rock Climbing,Best Seller,https://www.amazon.com//National-Parks-Bucket-Journal-Adventure/dp/B08M8GWKL8/ref=sr_1_189?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-189,B08M8GWKL8
What Would Frida Do?: A Guide to Living Boldly,$22.21,4.5 out of 5 stars,46,Empty,Empty,https://www.amazon.com//What-Would-Frida-Do-Living/dp/1541646320/ref=sr_1_190?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-190,1541646320
It's a Wonderful Life: The Illustrated Holiday Classic,$17.06,4.9 out of 5 stars,10,Empty,Empty,https://www.amazon.com//Its-Wonderful-Life-Illustrated-Holiday-Classic/dp/1683839447/ref=sr_1_191?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-191,1683839447
Film for Her,$15.38,Empty,Empty,in Gay & Lesbian Poetry,Best Seller,https://www.amazon.com//Film-Her-Orion-Carloto/dp/1524853771/ref=sr_1_192?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-192,1524853771
Avatar: The Last Airbender--The Lost Adventures and Team Avatar Tales Library Edition,$32.14,4.4 out of 5 stars,28,Empty,Empty,https://www.amazon.com//Avatar-Airbender-Adventures-Tales-Library/dp/1506722741/ref=sr_1_177?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-177,1506722741
The Magnolia Bakery Handbook: A Complete Guide for the Home Baker,$31.50,4.8 out of 5 stars,31,Empty,Empty,https://www.amazon.com//Magnolia-Bakery-Handbook-Complete-Guide/dp/0062887211/ref=sr_1_178?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-178,0062887211
Time to Play!: A Sticker & Activity Book (Bluey),$7.99,4.4 out of 5 stars,45,Empty,Empty,https://www.amazon.com//Time-Play-Sticker-Activity-Bluey/dp/0593224558/ref=sr_1_179?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-179,0593224558
"Demon Slayer: Kimetsu no Yaiba, Vol. 18 (18)",$9.99,5.0 out of 5 stars,97,Empty,Empty,https://www.amazon.com//Demon-Slayer-Kimetsu-Yaiba-Vol/dp/1974717607/ref=sr_1_180?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-180,1974717607
East: 120 Vegan and Vegetarian Recipes from Bangalore to Beijing [American Measurements],$28.99,4.8 out of 5 stars,"1,102",Empty,Empty,https://www.amazon.com//East-Vegetarian-Bangalore-American-Measurements/dp/1250750733/ref=sr_1_181?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-181,1250750733
Frozen 2: Dangerous Secrets: The Story of Iduna and Agnarr,$14.33,4.9 out of 5 stars,28,Empty,Empty,https://www.amazon.com//Frozen-Dangerous-Secrets-Story-Agnarr/dp/1368063616/ref=sr_1_182?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-182,1368063616
The Silence: A Novel,$16.69,3.0 out of 5 stars,331,Empty,Empty,https://www.amazon.com//Silence-Novel-Don-DeLillo/dp/1982164557/ref=sr_1_183?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-183,1982164557
The Dirty South: A Thriller (Charlie Parker Book 18),$14.99,4.5 out of 5 stars,"1,440",Empty,Empty,https://www.amazon.com//Dirty-South-Thriller-Charlie-Parker-ebook/dp/B07Z44CPS3/ref=sr_1_184?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-184,B07Z44CPS3
"The Complete One Pot: 400 Meals for Your Skillet, Sheet Pan, Instant Pot®, Dutch Oven, and More (The Complete ATK Cookbook Series)",$22.87,4.7 out of 5 stars,22,Empty,Empty,https://www.amazon.com//Complete-One-Pot-Skillet-Instant/dp/1948703343/ref=sr_1_185?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-185,1948703343
Can Holding in a Fart Kill You?: Over 150 Curious Questions and Intriguing Answers (Fascinating Bathroom Readers),$11.99,4.6 out of 5 stars,345,Empty,Empty,https://www.amazon.com//Can-Holding-Fart-Kill-You/dp/1612434754/ref=sr_1_186?dchild=1&fst=as%3Aoff&qid=1605801235&refinements=p_n_publication_date%3A1250226011&rnid=1250225011&s=books&sr=1-186,1612434754
